source,destination,w,n_obs
49-9071,53-7065,32954.522600000004,7
49-9091,21-2011,1553.7218,1
49-9091,41-1011,1540.5028,1
49-9091,41-2022,2465.9254,1
49-9091,41-2031,3256.5088,1
49-9091,41-9091,3016.8047,1
49-9091,43-3099,3089.8723,1
49-9091,43-4051,4324.2262,1
49-9091,43-4181,2183.1599,1
49-9091,43-5052,4742.0205,1
49-9091,47-2061,3534.8413,1
49-9091,49-2011,1612.1007,1
49-9091,49-2097,7767.2384999999995,2
49-9091,49-9043,2711.8397,1
49-9091,49-9071,11997.348,3
49-9091,53-7065,4074.6629,1
49-9094,17-2199,1438.4511,1
49-9094,27-4021,3201.6627,1
49-9094,41-2031,5315.6395,1
49-9096,53-7021,1996.8452,1
49-9096,53-7062,11748.330000000002,2
49-9096,53-7065,2593.7512,1
49-9098,11-9051,2026.8717,1
49-9098,35-3031,5426.6198,1
49-9098,39-5011,3450.5139,1
49-9098,41-1012,4482.9487,1
49-9098,43-4161,4074.6895,1
49-9098,47-2031,4372.4476,1
49-9098,47-2061,6943.871999999999,2
49-9098,47-2073,5676.6897,1
49-9098,49-3022,4434.8166,1
49-9098,49-3023,13175.9118,3
49-9098,49-3031,6442.5901,1
49-9098,49-9071,2766.2329,1
49-9098,51-3011,2051.1547,1
49-9098,53-6031,2180.5323,1
49-9098,53-7051,1253.0578,1
49-9098,53-7061,7333.349,2
49-9098,53-7062,6799.675799999999,2
49-9098,53-7064,3898.7451,1
51-1011,11-1011,12766.2637,3
51-1011,11-1021,38304.888,11
51-1011,11-3031,12366.3519,3
51-1011,11-3051,64361.8296,23
51-1011,11-3071,904.8774,1
51-1011,11-3121,7227.7309,1
51-1011,11-9013,3111.1766,1
51-1011,11-9021,14327.000100000001,3
51-1011,11-9081,5801.3609,1
51-1011,11-9141,3790.415,1
51-1011,11-9151,4215.1067,1
51-1011,13-1022,4639.5699,1
51-1011,13-1023,6717.3194,2
51-1011,13-1041,8638.7337,3
51-1011,13-1051,5492.8456,1
51-1011,13-1151,4637.3209,1
51-1011,13-1161,4463.0993,1
51-1011,13-1199,2088.2829,1
51-1011,13-2011,4675.9775,1
51-1011,17-2051,8102.929700000001,2
51-1011,17-2131,3431.4032,1
51-1011,17-2141,3275.998,1
51-1011,17-2199,5711.9286,2
51-1011,17-3031,4023.0727,1
51-1011,19-2099,1551.2992,1
51-1011,21-1093,879.6317,1
51-1011,21-2021,3633.4393,1
51-1011,23-1011,4523.0365,1
51-1011,27-3031,1467.3899,1
51-1011,27-3041,9394.4768,2
51-1011,29-2061,6374.5125,1
51-1011,31-1122,5538.6409,2
51-1011,33-2011,2969.9412,1
51-1011,33-3051,5652.9877,2
51-1011,35-1012,8053.483899999999,2
51-1011,35-3031,9984.6553,2
51-1011,35-9011,4545.4388,1
51-1011,35-9031,5438.1123,1
51-1011,37-1011,3013.2543,1
51-1011,37-1012,17568.4267,3
51-1011,37-2012,11133.704,4
51-1011,39-5011,6009.7492,1
51-1011,39-9011,5566.614600000001,2
51-1011,41-1011,47007.5371,15
51-1011,41-1012,43553.1392,13
51-1011,41-2031,18801.1515,6
51-1011,41-3091,599.9478,1
51-1011,43-1011,59284.771,18
51-1011,43-3021,17096.2222,2
51-1011,43-3031,8401.027900000001,2
51-1011,43-4051,22806.4398,6
51-1011,43-4161,4251.3476,1
51-1011,43-4171,7419.1304,2
51-1011,43-5021,10034.9659,3
51-1011,43-5041,699.0273,1
51-1011,43-5061,8090.7513,2
51-1011,43-5071,6312.9876,2
51-1011,43-5111,4430.2959,2
51-1011,43-9061,6754.579000000001,2
51-1011,43-9199,5239.383,1
51-1011,45-1011,22584.4001,6
51-1011,47-1011,71121.9494,22
51-1011,47-2031,20021.756699999998,5
51-1011,47-2061,54931.818,17
51-1011,47-2073,9253.1531,2
51-1011,47-2111,23329.2469,6
51-1011,47-2121,4970.6647,1
51-1011,47-2181,1634.9998,1
51-1011,47-2211,7563.0073999999995,2
51-1011,47-4011,5030.7458,1
51-1011,47-4021,828.6184,1
51-1011,47-4031,4711.4498,1
51-1011,47-4051,8148.8407,2
51-1011,49-1011,27107.2026,11
51-1011,49-2011,4333.1757,1
51-1011,49-3011,8494.3246,3
51-1011,49-3021,4105.6103,2
51-1011,49-3023,16569.288399999998,5
51-1011,49-3031,4525.138,2
51-1011,49-9021,8117.275,2
51-1011,49-9051,5989.4301,1
51-1011,49-9071,5540.724,2
51-1011,51-2041,3969.2787,1
51-1011,51-3011,5158.0276,2
51-1011,51-3099,12703.6529,2
51-1011,51-4041,11849.9611,3
51-1011,51-4199,33586.1035,11
51-1011,51-5112,12688.32,2
51-1011,51-6011,24765.5926,6
51-1011,51-6031,3824.5197,1
51-1011,51-8021,4320.0295,1
51-1011,51-8031,4741.246499999999,2
51-1011,51-9041,4954.7043,1
51-1011,51-9061,52050.6899,15
51-1011,51-9111,3927.9186,2
51-1011,53-3099,1763.9381,1
51-1011,53-7051,9863.5662,2
51-1011,53-7062,43718.289,14
51-1011,53-7064,26528.0215,6
51-1011,53-7065,29272.9859,7
51-1011,53-7081,8821.1999,2
51-2031,49-2092,4262.3021,1
51-2031,49-9044,4738.5561,1
51-2031,51-7042,6403.0998,1
51-2031,53-7062,6521.1437,1
51-2031,53-7065,4779.3619,1
51-2041,31-1122,831.4204,1
51-2041,43-1011,894.4986,1
51-2041,47-2061,2680.8013,1
51-2041,47-2211,13442.927199999998,3
51-2041,51-4041,4872.234399999999,2
51-2041,53-7062,1571.4024,2
51-3011,11-3061,7432.4415,1
51-3011,11-9051,6087.2136,3
51-3011,13-1022,703.951,1
51-3011,13-1199,11267.5953,3
51-3011,15-1251,903.8832,1
51-3011,15-1253,5360.8777,1
51-3011,21-2021,7334.1687,1
51-3011,27-2012,5475.4798,1
51-3011,27-3043,454.4768,1
51-3011,29-1141,5413.0289,2
51-3011,35-1011,16130.107,3
51-3011,35-1012,2308.2781,1
51-3011,35-2021,11510.5351,6
51-3011,35-3011,3167.004,1
51-3011,35-3031,16598.531899999998,4
51-3011,37-2012,6039.1995,2
51-3011,39-2021,4231.8347,1
51-3011,39-9011,8904.8515,2
51-3011,41-1011,51402.996,14
51-3011,41-2031,40068.634,9
51-3011,43-3031,4987.2787,1
51-3011,43-4051,3570.0287,2
51-3011,43-4111,1970.0774,1
51-3011,43-4171,11424.149300000001,2
51-3011,43-5021,3913.9009,1
51-3011,43-9061,4648.6096,1
51-3011,47-2061,14232.4087,4
51-3011,47-2141,1130.4196,1
51-3011,47-4031,417.9647,1
51-3011,49-3023,4587.5282,1
51-3011,49-3031,4258.6496,1
51-3011,49-9021,5626.962,1
51-3011,49-9052,4904.4772,1
51-3011,51-1011,7381.4714,2
51-3011,51-3091,5927.4695,1
51-3011,51-3092,14697.4254,3
51-3011,51-3093,3431.6906,1
51-3011,51-3099,5112.6794,2
51-3011,51-6031,3698.1761,1
51-3011,51-6064,4535.661,1
51-3011,51-9111,24497.2457,6
51-3011,53-3099,2280.0953,1
51-3011,53-7051,6633.8825,2
51-3011,53-7062,13697.8629,3
51-3011,53-7063,8589.1539,3
51-3011,53-7064,5091.7784,3
51-3011,53-7065,3116.814,2
51-3091,11-9051,3025.8468000000003,3
51-3091,35-1012,5621.4397,1
51-3091,37-2012,4191.3744,1
51-3091,41-2031,732.682,1
51-3091,43-4051,557.305,1
51-3091,51-3011,4796.5059,1
51-3091,53-7063,4494.7319,1
51-3092,11-9051,2839.6719,1
51-3092,19-3051,4420.2825,1
51-3092,19-4031,25595.4134,9
51-3092,23-2011,6930.423200000001,2
51-3092,29-1141,1649.5098,1
51-3092,33-1011,4800.9977,1
51-3092,35-1012,6411.5175,1
51-3092,35-2021,11336.6373,4
51-3092,35-3031,6259.0498,1
51-3092,35-9031,3148.5972,1
51-3092,37-2012,1035.6603,1
51-3092,41-1011,1884.9271,1
51-3092,43-4051,3927.3372,1
51-3092,43-5021,2250.2004,1
51-3092,43-5071,3939.4316,1
51-3092,43-9199,4800.9977,1
51-3092,47-2141,4706.8668,1
51-3092,51-1011,2530.687,1
51-3092,51-3011,22286.7531,6
51-3092,51-3099,8747.068500000001,3
51-3092,51-4199,8282.6816,2
51-3092,51-6031,4497.8921,1
51-3092,51-9061,3013.4904,1
51-3092,51-9111,16109.8738,4
51-3092,53-7061,5917.2662,1
51-3092,53-7062,6088.5141,1
51-3092,53-7064,6396.1901,2
51-3092,53-7065,12615.099,2
51-3093,29-1141,3311.679,1
51-3093,35-2021,12399.9483,2
51-3093,35-3031,5466.7877,1
51-3093,41-2031,4056.975,1
51-3093,51-3011,1492.6832,1
51-3093,51-3092,6744.2143,1
51-3093,51-9111,2335.8043,1
51-3099,11-1021,4230.5644,1
51-3099,11-3051,6288.0062,1
51-3099,13-1111,4040.8519,1
51-3099,13-1199,1310.7166,1
51-3099,29-1141,1247.2021,1
51-3099,33-9021,1019.2411,1
51-3099,35-2021,3390.9807,2
51-3099,35-3031,4330.2464,1
51-3099,37-2012,7436.5279,2
51-3099,39-2021,2385.9971,1
51-3099,41-1011,4817.7409,1
51-3099,41-2031,654.0663,1
51-3099,41-3021,7683.7,1
51-3099,43-4199,4376.6036,2
51-3099,43-5071,3925.4326,1
51-3099,47-1011,4893.148499999999,2
51-3099,47-2061,8763.641,2
51-3099,49-3011,3683.5844,1
51-3099,49-3021,6139.222,1
51-3099,49-3031,3778.6057,1
51-3099,49-9031,752.74,1
51-3099,49-9071,5658.3373,2
51-3099,51-1011,13581.401899999999,5
51-3099,51-3091,3577.6047,1
51-3099,51-4199,18893.655,5
51-3099,51-7042,3953.4108,1
51-3099,51-9061,15164.9621,4
51-3099,51-9111,35983.5943,12
51-3099,53-7021,3914.3361,1
51-3099,53-7051,10921.756300000001,4
51-3099,53-7061,12604.999099999999,3
51-3099,53-7062,9585.4796,6
51-3099,53-7063,5554.6958,1
51-3099,53-7064,3622.2922,1
51-3099,53-7199,3908.8854,1
51-4021,11-3051,4061.6827,1
51-4021,35-3031,1104.8693,1
51-4021,41-1012,6908.9434,1
51-4021,43-4171,1410.1689,1
51-4021,43-5111,1496.184,1
51-4021,47-2211,1093.6435,1
51-4021,49-3031,3543.7231,1
51-4021,51-1011,650.0635,1
51-4021,51-4041,8636.217499999999,3
51-4021,51-4111,4250.0975,1
51-4021,51-4199,8054.118399999999,2
51-4021,51-9041,4885.5636,1
51-4031,15-1253,4092.8697,1
51-4031,17-2199,4004.0098,1
51-4031,31-1122,7897.1202,1
51-4031,35-3011,1166.8645,1
51-4031,41-1011,6647.125400000001,2
51-4031,43-5021,5941.3955000000005,2
51-4031,43-5041,646.324,1
51-4031,47-1011,4414.5321,1
51-4031,47-2061,1353.9558,1
51-4031,47-2073,10859.212800000001,3
51-4031,47-2181,2227.0996,1
51-4031,47-2211,15900.9261,3
51-4031,49-3023,345.8461,1
51-4031,49-9052,2065.5916,1
51-4031,49-9071,3154.3517,1
51-4031,51-1011,5109.2758,1
51-4031,51-2041,4423.4278,3
51-4031,51-4021,860.8163,1
51-4031,51-4041,7014.2711,2
51-4031,51-4199,23046.0745,4
51-4031,51-6031,4297.5295,1
51-4031,51-9111,4018.2194,1
51-4031,51-9195,6638.071,1
51-4031,53-7021,3830.6685,1
51-4031,53-7051,2076.3735,1
51-4031,53-7062,11232.9589,3
51-4031,53-7065,3908.2975,1
51-4041,11-9013,440.8223,1
51-4041,11-9021,13349.009,3
51-4041,13-1051,3611.7295,1
51-4041,15-1251,4053.185,1
51-4041,17-2141,3491.089,1
51-4041,17-2199,4656.7182,1
51-4041,29-1141,875.5156,1
51-4041,31-1122,10235.3729,2
51-4041,41-1012,2546.7233,1
51-4041,41-2031,16835.4027,4
51-4041,41-3021,4623.3396,1
51-4041,43-4051,2595.6575,1
51-4041,43-4171,10974.651399999999,2
51-4041,43-5061,1646.6181,1
51-4041,43-5071,13757.5294,3
51-4041,43-9061,6679.1287,1
51-4041,47-1011,13887.4827,2
51-4041,47-2031,6693.5383,1
51-4041,47-2061,19082.8796,5
51-4041,47-2111,2383.2879,1
51-4041,47-2141,16195.885699999999,3
51-4041,47-2211,9206.9915,2
51-4041,49-1011,12009.454,3
51-4041,49-2011,770.2857,1
51-4041,49-3023,5365.9092,1
51-4041,49-3031,4982.6783,3
51-4041,49-9044,1600.638,1
51-4041,49-9071,13427.952299999999,4
51-4041,49-9091,8383.8609,2
51-4041,51-1011,14130.9566,3
51-4041,51-2031,5380.712,1
51-4041,51-2041,4911.7262,1
51-4041,51-3092,2418.2422,1
51-4041,51-4031,3968.5864,1
51-4041,51-4111,581.431,1
51-4041,51-4199,59272.211,19
51-4041,51-5112,6071.7309,1
51-4041,51-8021,760.3457,1
51-4041,51-9061,8607.656,2
51-4041,51-9151,4892.4935,1
51-4041,51-9195,4088.0138,1
51-4041,53-7051,5840.7148,2
51-4041,53-7061,3976.1241,1
51-4041,53-7062,12466.2441,4
51-4111,13-2052,2537.3495,1
51-4111,17-2011,4769.7413,1
51-4111,25-4031,748.1172,1
51-4111,31-1122,5517.074,1
51-4111,35-3031,3025.492,1
51-4111,41-1012,805.3929,1
51-4111,43-9061,4885.002,2
51-4111,47-2211,3751.3195,1
51-4111,49-3023,1958.1332,1
51-4111,51-4031,4226.7568,1
51-4111,51-4041,7106.1182,2
51-4111,53-7061,5524.6443,1
51-4111,53-7065,4643.5627,1
51-4199,11-1011,1504.3596,1
51-4199,11-3051,6781.2753,1
51-4199,11-3111,4817.0279,1
51-4199,11-9021,5560.6923,2
51-4199,11-9051,4778.7292,1
51-4199,13-2051,4071.2116,1
51-4199,13-2099,4962.2648,1
51-4199,15-1253,3251.7551,1
51-4199,17-2131,4361.9396,1
51-4199,17-2141,1537.9006,1
51-4199,29-1141,8209.3689,2
51-4199,31-1122,7949.4478,2
51-4199,35-2021,3514.8403,1
51-4199,37-1011,4883.6639,1
51-4199,37-2012,7057.2278,2
51-4199,39-9011,3632.3499,1
51-4199,41-1011,4187.3251,1
51-4199,41-1012,898.4584,1
51-4199,41-2031,11873.9533,3
51-4199,41-3021,5822.2471000000005,2
51-4199,41-3091,10100.9801,2
51-4199,43-3031,3046.2947,1
51-4199,43-4051,16710.2868,5
51-4199,43-5021,2732.171,1
51-4199,43-5071,14957.9774,4
51-4199,47-1011,1121.8827,1
51-4199,47-2031,1353.385,2
51-4199,47-2061,39978.0001,9
51-4199,47-2073,9822.086299999999,2
51-4199,47-2111,4937.7386,1
51-4199,47-2121,5549.3809,1
51-4199,47-2141,5243.0573,1
51-4199,47-2181,3985.1149,1
51-4199,47-2211,21778.9079,6
51-4199,47-4041,5710.9656,1
51-4199,47-4051,3112.1665,1
51-4199,49-3011,5326.438,1
51-4199,49-3023,12911.061300000001,3
51-4199,49-3031,1703.1252,1
51-4199,49-9021,4759.3582,1
51-4199,49-9071,24703.7464,6
51-4199,51-1011,13200.9429,4
51-4199,51-2031,3818.956,1
51-4199,51-2041,7082.7916000000005,3
51-4199,51-3099,1035.2362,1
51-4199,51-4021,13089.968400000002,4
51-4199,51-4031,37033.2955,10
51-4199,51-4041,62885.1985,14
51-4199,51-5112,12381.8552,2
51-4199,51-7041,1222.9442,1
51-4199,51-8021,5145.4812,1
51-4199,51-9061,15291.6307,4
51-4199,51-9111,15750.9245,3
51-4199,51-9194,1458.6683,1
51-4199,51-9198,1838.7586,1
51-4199,53-7051,11126.4995,3
51-4199,53-7061,4671.7465,1
51-4199,53-7062,52556.1804,12
51-4199,53-7063,3113.1998,1
51-4199,53-7064,3630.2733,1
51-4199,53-7065,13736.787,4
51-4199,53-7199,4600.1845,2
51-5111,13-1161,4183.3166,1
51-5111,41-1011,5659.5301,1
51-5111,43-5053,5529.195,1
51-5111,43-9071,723.4984,1
51-5111,49-3023,5318.245,1
51-5111,51-1011,337.726,1
51-5111,51-5112,7450.3956,3
51-5112,11-1021,3584.5582,1
51-5112,11-9021,4346.1613,1
51-5112,13-1051,4390.5116,1
51-5112,13-1199,2343.7109,1
51-5112,15-1212,5772.0585,1
51-5112,15-1253,5296.5917,1
51-5112,27-3041,5376.4032,1
51-5112,29-2061,4905.904,1
51-5112,31-9092,244.5381,1
51-5112,35-3031,5405.3381,1
51-5112,39-5012,3286.0275,1
51-5112,41-1011,4603.3045,1
51-5112,41-1012,4424.0623,1
51-5112,41-3091,4900.3751,1
51-5112,43-3099,5701.5765,1
51-5112,43-4051,2268.0392,1
51-5112,43-4181,2459.1733,1
51-5112,43-9021,1134.3936,1
51-5112,43-9061,6003.9687,3
51-5112,43-9071,3407.444,1
51-5112,43-9199,8478.1839,2
51-5112,47-2061,5696.6824,1
51-5112,47-2141,5682.2991,1
51-5112,49-1011,6362.137,1
51-5112,51-1011,6157.4122,1
51-5112,51-4031,4711.0042,1
51-5112,51-4199,6237.1005,2
51-5112,51-5111,11029.623599999999,3
51-5112,51-5113,8797.0149,4
51-5112,51-6021,11695.9041,3
51-5112,51-6031,8222.2339,2
51-5112,51-6099,1191.1051,1
51-5112,51-9041,8224.1783,2
51-5112,53-7051,3385.9668,1
51-5112,53-7062,3692.2532,1
51-5112,53-7064,5882.8028,1
51-5113,31-1122,5766.7589,1
51-5113,51-5112,2689.2087,1
51-6011,13-1121,2865.2349,1
51-6011,15-1253,4465.1729,1
51-6011,17-2051,5002.3074,1
51-6011,31-1122,3599.1859,1
51-6011,31-9092,2062.7413,1
51-6011,33-3021,3856.6209,1
51-6011,35-2021,3047.7508,1
51-6011,35-3011,2443.2065000000002,2
51-6011,37-2012,56466.3307,16
51-6011,41-2021,7385.6121,4
51-6011,41-2031,7978.2788,2
51-6011,41-3021,9863.161,2
51-6011,43-3021,4073.1385,1
51-6011,43-3051,775.4672,1
51-6011,43-4051,838.3482,1
51-6011,43-4181,819.7824,1
51-6011,43-9061,5031.3411,1
51-6011,47-2061,4657.6436,1
51-6011,51-1011,14659.838899999999,3
51-6011,51-4031,4834.2001,1
51-6011,51-6021,9187.6956,3
51-6011,51-9061,1614.0693,1
51-6011,51-9198,6572.3614,1
51-6011,53-7061,5214.5949,1
51-6011,53-7062,4174.7681,1
51-6011,53-7064,3456.5337,1
51-6011,53-7065,737.8607,1
51-6021,41-1011,1402.6886,1
51-6021,41-2031,3597.451,1
51-6021,43-1011,4336.72,1
51-6021,43-5071,6338.9277,1
51-6021,47-2031,3187.4307,1
51-6021,51-5112,1602.806,1
51-6021,51-6011,13565.0556,4
51-6021,53-7062,1482.9731,1
51-6021,53-7064,4071.4331,1
51-6031,13-2011,1201.7714,1
51-6031,17-2061,2970.0157,1
51-6031,29-1071,2022.453,1
51-6031,31-1122,4933.7577,2
51-6031,31-9092,4956.0159,1
51-6031,35-3031,6226.6008,1
51-6031,35-9011,432.9115,1
51-6031,35-9021,657.9105,1
51-6031,41-1011,5258.4949,1
51-6031,41-1012,4937.4935,1
51-6031,41-2021,998.331,1
51-6031,41-9041,3437.1377,1
51-6031,43-4051,5945.6052,1
51-6031,43-4151,1563.7636,1
51-6031,43-4171,7994.9565,2
51-6031,43-4199,1152.4371,1
51-6031,43-9061,2792.918,1
51-6031,47-2121,1917.0646,1
51-6031,49-3023,4334.42,1
51-6031,49-9071,4166.287,1
51-6031,51-1011,4894.5653,1
51-6031,51-3011,5050.1453,1
51-6031,51-4041,11696.0267,3
51-6031,51-5112,1637.2867,1
51-6031,51-6041,2155.6269,1
51-6031,51-6064,6870.7684,2
51-6031,51-6093,5696.8902,1
51-6031,51-6099,4113.7646,1
51-6031,51-9061,4401.8704,1
51-6031,51-9111,2756.6515,1
51-6031,53-7051,10649.23,2
51-6031,53-7062,17347.752099999998,6
51-6031,53-7064,7675.1402,2
51-6041,11-9141,5256.783,1
51-6041,35-3031,9358.6812,2
51-6041,41-2031,863.9274,1
51-6041,43-1011,1640.6655,1
51-6041,43-4111,299.3483,1
51-6041,43-4171,1470.6129,1
51-6041,47-2061,1465.4102,1
51-6041,53-7051,2266.1343,2
51-6041,53-7062,15003.6942,3
51-6064,21-1093,3783.0027,1
51-6064,41-1012,3578.4241,1
51-6064,43-5071,2889.6699,1
51-6064,47-2061,4855.299,1
51-6064,51-6031,11109.5176,3
51-6093,41-1011,4266.6997,1
51-6093,41-1012,4557.4493,1
51-6093,51-6031,3618.382,1
51-6093,51-7021,9399.9953,2
51-6093,51-7042,4252.6021,1
51-6099,17-2199,6068.3088,1
51-6099,23-1011,4507.0396,1
51-6099,29-1141,3892.0315,1
51-6099,43-4171,4574.9451,1
51-6099,51-6064,2686.3603,1
51-6099,53-7051,2008.7823,1
51-6099,53-7062,3380.3856,1
51-7011,41-1011,3667.4916,1
51-7011,41-2022,4097.333,1
51-7011,43-5021,5442.3875,1
51-7011,43-5071,1408.3185,1
51-7011,43-9061,3684.9369,1
51-7011,47-2031,33155.304,9
51-7011,47-2061,8900.006000000001,3
51-7011,47-2073,2112.6934,1
51-7011,47-2141,5010.8927,1
51-7011,47-2211,4533.52,1
51-7011,47-4051,932.7853,2
51-7011,49-3023,845.0563,1
51-7011,49-9071,4985.5721,1
51-7011,51-7021,3842.1301,1
51-7011,51-7099,4097.841,1
51-7011,51-8021,4709.7718,1
51-7011,51-9061,3939.0787,1
51-7011,53-7062,792.5689,1
51-7021,13-1199,3724.2083,1
51-7021,17-2051,767.5262,1
51-7021,47-2031,4165.563,1
51-7021,47-2061,5924.5163,1
51-7021,51-1011,4769.3589,1
51-7021,51-4199,4194.1824,1
51-7041,11-9013,9070.3082,2
51-7041,11-9021,4265.3997,1
51-7041,31-1122,1744.9216,1
51-7041,35-3031,5358.4093,1
51-7041,43-1011,3684.0193,1
51-7041,43-9061,2370.4138,1
51-7041,47-2031,6281.0597,1
51-7041,47-2061,18145.370199999998,4
51-7041,51-4031,2584.8784,1
51-7041,51-7099,3276.3097,1
51-7041,51-9061,3798.259,1
51-7041,53-7062,9759.4427,3
51-7042,31-1122,2363.1919,1
51-7042,41-1011,3630.9695,1
51-7042,43-3031,844.4213,1
51-7042,43-4171,3876.0064,1
51-7042,51-4041,1683.5009,1
51-7042,51-6093,3877.9058,1
51-7042,51-7011,9623.713199999998,2
51-7042,51-7021,4909.0599,1
51-7042,51-7041,11316.55,2
51-7042,51-7099,359.7427,1
51-7099,11-3051,1197.895,1
51-7099,17-2199,4875.3737,1
51-7099,41-1011,3911.7544,1
51-7099,41-1012,3740.2324,1
51-7099,41-2031,3570.2705,1
51-7099,43-4171,3564.4997,1
51-7099,43-9061,7772.2603,1
51-7099,47-2031,19440.7419,6
51-7099,51-7011,642.3675,1
51-7099,51-7041,3447.9648,1
51-7099,51-7042,3572.399,1
51-7099,53-7062,4536.0617,2
51-8021,11-1021,4219.0251,2
51-8021,11-3021,4067.7633,1
51-8021,13-1111,9392.945899999999,2
51-8021,15-1241,3980.409,1
51-8021,15-1242,535.9543,1
51-8021,17-2051,3952.506,1
51-8021,17-2141,14429.2537,4
51-8021,17-2199,18116.3259,7
51-8021,21-1093,4126.4828,1
51-8021,29-1011,5102.644,1
51-8021,41-1011,4275.1885,1
51-8021,41-1012,1904.4844,1
51-8021,41-2031,2419.4693,1
51-8021,41-3091,4558.5993,1
51-8021,43-4171,5219.8621,1
51-8021,43-5021,8027.5073,1
51-8021,43-5041,1685.0285,1
51-8021,43-9061,2341.189,1
51-8021,47-2073,6715.4421,2
51-8021,47-2111,4386.2091,1
51-8021,47-2141,2383.4031,1
51-8021,49-1011,9773.057499999999,2
51-8021,49-9021,1534.6275,1
51-8021,49-9071,4765.0491,2
51-8021,51-1011,702.6479,1
51-8021,53-7062,4508.1384,1
51-8031,11-1021,4150.1184,1
51-8031,11-9041,5413.1057,2
51-8031,13-2011,4526.6161,1
51-8031,13-2099,4110.1144,1
51-8031,15-2031,4782.4915,1
51-8031,17-2141,513.9546,1
51-8031,27-3041,4351.2571,1
51-8031,31-9092,940.6573,1
51-8031,43-4051,21202.567000000003,4
51-8031,43-5021,4858.3598,1
51-8031,43-5041,6011.6829,2
51-8031,47-2073,608.6495,1
51-8031,47-2111,1551.0087,1
51-8031,49-1011,1968.8306,1
51-8031,49-3031,4747.4237,1
51-8031,49-9071,7414.505,2
51-8031,51-1011,6545.546899999999,2
51-8031,51-8021,2758.3631,1
51-8031,51-9061,4559.6044999999995,2
51-8031,53-7199,1565.0662,1
51-9041,43-3031,1650.9000999999998,2
51-9041,43-5021,865.664,1
51-9041,51-1011,1240.9155,1
51-9041,51-4041,984.1429,1
51-9041,51-9061,2735.3696,2
51-9041,53-7062,1271.7487,1
51-9041,53-7064,5727.1847,2
51-9041,53-7065,1844.5945,1
51-9051,19-4031,955.709,1
51-9051,41-1011,5033.7266,1
51-9051,47-1011,402.2674,1
51-9051,51-8031,4807.9852,1
51-9051,51-9196,951.4027,1
51-9051,53-7061,3427.6905,1
51-9051,53-7062,5149.0385,1
51-9061,11-3021,1178.1,1
51-9061,11-3031,1505.8529,1
51-9061,11-3051,44107.2443,12
51-9061,11-3071,9875.524099999999,3
51-9061,11-9013,4284.412700000001,2
51-9061,11-9021,15591.7457,4
51-9061,11-9051,3840.6523,1
51-9061,11-9081,4084.3635,1
51-9061,11-9111,495.0719,1
51-9061,11-9121,4183.2852,1
51-9061,11-9141,5755.2651,2
51-9061,11-9151,3321.1313,1
51-9061,13-1011,5090.5814,1
51-9061,13-1022,3738.8248,1
51-9061,13-1041,5536.8079,3
51-9061,13-1051,5152.1559,1
51-9061,13-1111,10374.1169,2
51-9061,13-1121,2557.0113,1
51-9061,13-1151,4780.4821,1
51-9061,13-1161,2736.4298,1
51-9061,13-1199,52325.8315,15
51-9061,13-2011,4490.3238,1
51-9061,13-2052,2184.2707,1
51-9061,13-2099,7559.9138,2
51-9061,15-1211,1676.769,1
51-9061,15-1242,3961.2848,1
51-9061,15-1251,3978.8145,1
51-9061,15-1253,6048.483,2
51-9061,17-2011,1843.9664,1
51-9061,17-2041,4635.8306,1
51-9061,17-2051,1715.1183,1
51-9061,17-2061,4610.3757,1
51-9061,17-2141,4472.5619,1
51-9061,17-2199,12978.2605,4
51-9061,19-4031,4905.9103,2
51-9061,23-1011,2741.9349,1
51-9061,23-2011,4280.4861,1
51-9061,27-2012,3898.2172,1
51-9061,29-1031,2501.0173,1
51-9061,29-1123,5546.66,2
51-9061,29-1141,17230.7979,3
51-9061,29-1292,966.008,1
51-9061,29-2081,621.3743,1
51-9061,31-1122,9779.467,2
51-9061,31-9097,6597.447,1
51-9061,33-3051,9551.2389,2
51-9061,33-9093,2713.7614,1
51-9061,35-2021,5524.2979,2
51-9061,35-3011,870.7886,1
51-9061,35-3031,4738.1303,1
51-9061,35-3041,3766.2665,1
51-9061,35-9011,4213.1736,1
51-9061,37-1011,5201.5583,1
51-9061,37-2012,10276.753100000002,4
51-9061,37-2021,3489.5829,1
51-9061,39-5012,6468.316,1
51-9061,41-1011,34881.9724,10
51-9061,41-1012,39424.0054,8
51-9061,41-2022,2234.8532,1
51-9061,41-2031,26952.299,8
51-9061,41-3031,1378.5862,1
51-9061,41-9099,10226.4536,3
51-9061,43-1011,9780.5466,3
51-9061,43-3021,1767.3165,1
51-9061,43-3031,10930.3708,5
51-9061,43-4051,24294.8946,5
51-9061,43-4111,1574.9011,1
51-9061,43-4171,23203.6603,7
51-9061,43-5021,33476.0181,6
51-9061,43-5061,4493.1555,1
51-9061,43-5071,47858.0539,11
51-9061,43-5111,37630.9245,12
51-9061,43-9021,4453.2734,1
51-9061,43-9061,4486.9774,1
51-9061,43-9111,6149.6892,1
51-9061,45-1011,1736.6429,1
51-9061,45-2011,13069.739300000001,3
51-9061,47-1011,8225.3666,3
51-9061,47-2031,19678.673300000002,4
51-9061,47-2061,13205.0321,4
51-9061,47-2073,382.267,1
51-9061,47-2111,11877.6584,4
51-9061,47-2141,9284.2964,2
51-9061,47-4011,54605.0346,15
51-9061,47-4041,4769.0656,1
51-9061,49-1011,10397.0972,2
